,Actual_ESG,Actual_ESG,Predicted_ESG,Predicted_ESG,Absolute_Error,Absolute_Error
,mean,std,mean,std,mean,std
Market_Type,,,,,,
Developed,62.89795698924731,12.99103301400709,62.90554916733153,12.970716883586668,0.4712008834620312,0.365582299576092
Emerging,47.954330708661416,13.826801305539556,48.01897397438447,13.748299592822164,0.49363398670656705,0.4102858588784193
